Alamat,Industri,SubIndustri,Email,Fax,KegiatanUsahaUtama,KodeEmiten,NPWP,PapanPencatatan,Sektor,SubSektor,TanggalPencatatan,Telepon,Website,Logo,NamaEmiten
MENARA BCA LT.45 GRAND INDONESIA JL. MH. THAMRIN NO.1 MENTENG JAKARTA 10310,HOLDING & INVESTMENT COMPANIES,FINANCIAL HOLDINGS,cs@buanaarthaanugerah.co.id,021-23584401,PERDAGANGAN UMUM BESAR,STAR,02.505.700.1-054.000,WATCHLIST,FINANCIALS,HOLDING & INVESTMENT COMPANIES,2011-07-13T00:00:00,021-23585612,www.buanaarthaanugerah.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/STAR.jpg,PT BUANA ARTHA ANUGERAH TBK
JL. TAMBAK SAWAH NO. 21-23 WARU SIDOARJO 61256,PROCESSED FOODS,PROCESSED FOODS,corp_sec@siantartop.co.id,"(031) 866-7380, 867-3832",INDUSTRI MAKANAN RINGAN,STTP,01.480.208.6-054.000,DEVELOPMENT,CONSUMER NON-CYCLICALS,FOOD & BEVERAGE,1996-12-16T00:00:00,"(031) 866-73-82, 868-41-01, 868-11-15, 866-64-80",www.siantartop.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/STTP.jpg,PT SIANTAR TOP TBK
"CAPITAL PLACE, LANTAI 28 UNIT A, JALAN JEND. GATOT SUBROTO KAV.18, KEL. KUNINGAN BARAT, KEC. MAMPANG PRAPATAN, JAKARTA SELATAN - 12710, INDONESIA",FORESTRY & PAPER,TIMBER,public.relations@sljglobal.com; corporate.legal3@sljglobal.com,(021) 577-1818,WOOD INDUSTRIES,SULI,01.001.872.9-054.000,DEVELOPMENT,BASIC MATERIALS,BASIC MATERIALS,1994-03-21T00:00:00,(021) 576-1188; (021) 576-1199,http://www.sljglobal.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/SULI.jpg,PT SLJ GLOBAL TBK
"JL. TANJUNG KARANG NO. 11, JATI KULON, JATI, KUDUS, JAWA TENGAH",WIRELESS TELECOMMUNICATION SERVICES,WIRELESS TELECOMMUNICATION SERVICES,Corporate.Secretary@stptower.com,(021) 57950077,"PENYEDIA LAYANAN INFRASTRUKTUR PENUNJANG TELEKOMUNIKASI INDEPENDEN YANG MELIPUTI PENYEDIAAN, PENGELOLAAN DAN PENYEWAAN SITE TELEKOMUNIKASI.",SUPR,02.493.271.7-054.000,WATCHLIST,INFRASTRUCTURES,TELECOMMUNICATION,2011-10-11T00:00:00,(021) 57900505,www.stptower.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/SUPR.jpg,SOLUSI TUNAS PRATAMA TBK
GEDUNG EQUITY TOWER LT. 29 UNIT E SCBD LOT 9 JLN. JEND. SUDIRMAN KAV. 52-53 KEBAYORAN BARU JAKARTA SELATAN 12190,OIL & GAS,OIL & GAS PRODUCTION & REFINERY,secretary@superenergi.com;,021 29035297,"PERDAGANGAN MINYAK, GAS BUMI DAN BIDANG INVESTASI",SURE,03.138.794.4-012.000,DEVELOPMENT,ENERGY,"OIL, GAS & COAL",2018-10-05T00:00:00,021 29035295,superenergi.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/SURE.jpg,PT SUPER ENERGY TBK
"MENARA IMPERIUM LANTAI 28, METROPOLITAN KUNINGAN SUPERBLOK, JL. H.R. RASUNA SAID KAV. 1, JAKARTA 12980",CONTAINERS & PACKAGING,CONTAINERS & PACKAGING,tunasalfin@cbn.net.id,021 8317683,INDUSTRI KEMASAN HALUS (FINE PACKAGING),TALF,01.120.408.8-054.000,DEVELOPMENT,BASIC MATERIALS,BASIC MATERIALS,2014-01-17T00:00:00,021 8317322,www.tunasalfin.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TALF.jpg,PT TUNAS ALFIN TBK
"JL. PAKUBUWONO VI NO. 71 GUNUNG KEBAYORAN BARU, JAKARTA 12120",HEAVY CONSTRUCTIONS & CIVIL ENGINEERING,HEAVY CONSTRUCTIONS & CIVIL ENGINEERING,info@lancartamasejati.com,021-27510724,JASA KONSTRUKSI DAN PENYEWAAN RUANG KANTOR DAN HUNIAN,TAMA,01.354.299.8-064.000,WATCHLIST,INFRASTRUCTURES,HEAVY CONSTRUCTIONS & CIVIL ENGINEERING,2020-02-10T00:00:00,021-7392222,www.lancartamasejati.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TAMA.jpg,PT LANCARTAMA SEJATI TBK
"JL. ALAYDRUS NO. 78 C PETOJO UTARA, GAMBIR JAKARTA 10130","OIL, GAS & COAL SUPPORTS","OIL, GAS & COAL EQUIPMENT & SERVICES",corsec@tamarin.co.id,(021) 6335557,BERGERAK DALAM BIDANG JASA PENYEWAAN KAPAL PENUNJANG KEGIATAN LEPAS PANTAI,TAMU,01.859.820.1-038.000,WATCHLIST,ENERGY,"OIL, GAS & COAL",2017-05-10T00:00:00,(021) 6342275,www.tamarin.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TAMU.jpg,PT PELAYARAN TAMARIN SAMUDRA TBK
"THE EAST BUILDING, LANTAI 23 JL. DR IDE ANAK AGUNG GDE AGUNG, KAV. E.3-2, NO.1 JAKARTA 12950 - INDONESIA",AGRICULTURAL PRODUCTS,PLANTATIONS & CROPS,TAP.corsec@tap-agri.com,Fax (62-21) 5794-4745,PERKEBUNAN KELAPA SAWIT DAN INDUSTRI PENGOLAHAN KELAPA SAWIT,TAPG,02.433.226.4-062.000,MAIN,CONSUMER NON-CYCLICALS,FOOD & BEVERAGE,2021-04-12T00:00:00,(62-21) 5794-4737,www.tap-agri.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TAPG.jpg,PT TRIPUTRA AGRO PERSADA TBK
"SOHO PODOMORO CITY, UNIT 37.08, JL. LETJEND S. PARMAN,BLOK TANJUNG DUREN SELATAN, JAKARTA BARAT, 11410",REAL ESTATE MANAGEMENT & DEVELOPMENT,REAL ESTATE DEVELOPMENT & MANAGEMENT,cs@agungsemestasejahtera.com,-,PEMBANGUNAN BAIK LANGSUNG MAUPUN MELALUI ENTITAS ANAK,TARA,02.589.475.9-054.000,WATCHLIST,PROPERTIES & REAL ESTATE,PROPERTIES & REAL ESTATE,2014-07-11T00:00:00,02150127862,www.agungsemestasejahtera.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TARA.jpg,PT AGUNG SEMESTA SEJAHTERA TBK
"JLN. TAMAN SARI IV NO.12A MAPHAR, TAMAN SARI, JAKARTA - 11160",PASSENGER LAND TRANSPORTATION,ROAD TRANSPORTATION,investor.relation@expressgroup.co.id,-,PENGANGKUTAN DARAT,TAXI,0013 8584 5105 4000,WATCHLIST,TRANSPORTATION & LOGISTIC,TRANSPORTATION,2012-11-02T00:00:00,(021) 22265136,www.expressgroup.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TAXI.jpg,EXPRESS TRANSINDO UTAMA TBK
"JALAN PARUNG PANJANG NO. 68, KP. BUNGAOK RT001/RW003 DESA KEMUNING, KECAMATAN LEGOK, KABUPATEN TANGERANG, BANTEN",PROCESSED FOODS,PROCESSED FOODS,corsec@taysbakers.com,-,INDUSTRI MAKANAN RINGAN,TAYS,01.849.789.1-451.001,DEVELOPMENT,CONSUMER NON-CYCLICALS,FOOD & BEVERAGE,2021-12-06T00:00:00,021-5470205,www.taysbakers.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TAYS.jpg,PT JAYA SWARASA AGUNG TBK
"GEDUNG THE CONVERGENCE INDONESIA, LT. 11, KAW. RASUNA EPICENTRUM, JL. HR. RASUNA SAID, JKT-SELATAN",WIRELESS TELECOMMUNICATION SERVICES,WIRELESS TELECOMMUNICATION SERVICES,corporate.secretary@tower-bersama.com,+62 21 2157 2015,PENYEDIA JASA IN FRASTRUKTUR TELEKOMUNIKASI TERINTEGRASI MELA LUI PERUSAHAAN ANAK,TBIG,0023 8875 3205 4000,MAIN,INFRASTRUCTURES,TELECOMMUNICATION,2010-10-26T00:00:00,+62 21 2924 8900,https://www.tower-bersama.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TBIG.jpg,PT TOWER BERSAMA INFRASTRUCTURE TBK
"WISMA BUDI LT. 8-9 JL. HR. RASUNA SAID KAV.C-6,KARET KUNINGAN, SETIA BUDI, KOTA ADM JAKARTA SELATAN, DKI JAKARTA 12940",PROCESSED FOODS,PROCESSED FOODS,"corsec@sungaibudi.com;hardy.tbl@sungaibudi.com, dewi.effendy@sungaibudi.com","021-5213392, 5205829",AGRICULTURE PLANTATION,TBLA,0011.3921.9805-4000,MAIN,CONSUMER NON-CYCLICALS,FOOD & BEVERAGE,2000-02-14T00:00:00,021-5213383,http://www.tunasbarulampung.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TBLA.jpg,TUNAS BARU LAMPUNG TBK
JL.DAAN MOGOT KM. 16 JAKARTA BARAT,METALS & MINERALS,COOPER,rini@pttms.co.id,(021)6190135,INDUSTRI KAWAT TEMBAGA,TBMS,01.000.137.8-092.000,DEVELOPMENT,BASIC MATERIALS,BASIC MATERIALS,1990-05-23T00:00:00,(021)6190131,www.pttms.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TBMS.jpg,TEMBAGA MULIA SEMANAN TBK
"WISMA 46 KOTA BNI, SUITE 7.01, 7TH FLOOR, JL. JEND. SUDIRMAN KAV. 1, JAKARTA 10220",PERSONAL CARE PRODUCTS,PERSONAL CARE PRODUCTS,corporatesecretary@mandom.co.id,021-29809501,INDUSTRI KOSMETIKA,TCID,01.000.614.6-092.000,DEVELOPMENT,CONSUMER NON-CYCLICALS,NONDURABLE HOUSEHOLD PRODUCTS,1993-09-30T00:00:00,021-29809500,www.mandom.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TCID.jpg,MANDOM INDONESIA TBK
"BAKRIE TOWER LANTAI 9, KOMPLEK RASUNA EPICENTRUM JL. HR. RASUNA SAID JAKARTA SELATAN 12940",COAL,COAL DISTRIBUTION,corporate.secretary@transcoalpacific.com,+62 21 2994 1886,PELAYARAN,TCPI,02.189.507.3-062.000,DEVELOPMENT,ENERGY,"OIL, GAS & COAL",2018-07-06T00:00:00,+62 21 2994 1389,http://www.transcoalpacific.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TCPI.jpg,PT TRANSCOAL PACIFIC TBK
"DISTRICT 8 SCBD, TREASURY TOWER LT. 15 H JL. JEND. SUDIRMAN LOT 28, KAV. 52-53 SUDIRMAN CENTRAL BUSINESS DISTRICT (SCBD)",COAL,COAL DISTRIBUTION,corsec@tebe.co.id,(021) 5010 6299,"KONSULTASI MANAJEMEN LAINNYA, ANTARA LAINMELAKUKAN PENYERTAAN MODAL DALAM PROYEK DAN/ATAU PERUSAHAAN INFRASTRUKTUR",TEBE,02.742.141.1-019.000,MAIN,ENERGY,"OIL, GAS & COAL",2019-11-18T00:00:00,(021) 5010 6300,www.tebe.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TEBE.jpg,PT DANA BRATA LUHUR TBK
"JL. SUKARJO WIRYOPRANOTO NO. 3B-C 5A, KECAMATAN TAMAN SARI, JAKARTA BARAT 11140",CONSUMER DISTRIBUTORS,CONSUMER DISTRIBUTORS,corsec@omniinovasiindonesia.co.id,021-38269096,PERDAGANGAN UMUM,TELE,02.566.874.0-074.000,WATCHLIST,CONSUMER CYCLICALS,RETAILING,2012-01-12T00:00:00,"021-38269097, 021-38269098",www.omniinovasiindonesia.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TELE.jpg,PT OMNI INOVASI INDONESIA TBK
"MALL AMBASADOR LT. 5, NO. 5 JL. PROF. DR. SATRIO NO. 65, JAKARTA 12940",ONLINE APPLICATIONS & SERVICES,ONLINE APPLICATIONS & SERVICES,admin.corsec@telefast.co.id,021 - 57933556,PENJUALAN PRODUK TELEKOMUNIKASI DANPENYEDIA JASA PLATFORM DIGITAL SUMBER DAYA MANUSIA,TFAS,02.699.204.0-015.000,DEVELOPMENT,TECHNOLOGY,SOFTWARE & IT SERVICES,2019-09-17T00:00:00,021 - 29676236,www.telefast.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TFAS.jpg,PT TELEFAST INDONESIA TBK
"MENARA DUTA LT. 2 & 4, JL. H.R. RASUNA SAID KAV. B-9, SETIABUDI, JAKARTA SELATAN",PROCESSED FOODS,PROCESSED FOODS,corporate@tigaraksa.co.id,02179181379,"PERDAGANGAN UMUM, PEMBANGUNAN, PERINDUSTRIAN, PERTANIAN, PENGANGKUTAN, PERCETAKAN, MULTIMEDIA MELALUI PERANGKAT SATELIT DAN PERANGKAT TELEKOMUNIKASI LAINNYA, JASA DAN INDUSTRI",TGKA,01.328.025.0-054.000,DEVELOPMENT,CONSUMER NON-CYCLICALS,FOOD & BEVERAGE,1990-06-11T00:00:00,021 - 2527300,www.tigaraksa.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TGKA.jpg,TIGARAKSA SATRIA TBK
"JL. HAJI NAWI RAYA NO. 45, GANDARIA SELATAN, CILANDAK JAKARTA SELATAN - 12420",ELECTRIC UTILITIES,ELECTRIC UTILITIES,corsec@terregra.co.id,(021) 3049 7778,"BIDANG KETENAGALISTRIKAN, PERDAGANGAN, PEMBANGUNAN DAN JASA YANG BERHUBUNGAN DENGAN PEMBAKIT LISTRIK",TGRA,01.755.393.4-904.000,WATCHLIST,INFRASTRUCTURES,UTILITIES,2017-05-16T00:00:00,(021) 3049 7777,www.terregra.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TGRA.jpg,PT TERREGRA ASIA ENERGY
"EQUITY TOWER 39TH FLOOR, SCBD LOT 9, JL. JENDERAL SUDIRMAN KAV. 52-53, JAKARTA SELATAN 12190",CONSUMER FINANCING,CONSUMER FINANCING,corporate.secretary@kdbtifa.co.id,0,PERUSAHAAN PEMBIAYAAN,TIFA,01.341.975.9-054.000,DEVELOPMENT,FINANCIALS,FINANCING SERVICE,2011-07-08T00:00:00,(62-21) 5094 1140,www.kdbtifa.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TIFA.jpg,KDB TIFA FINANCE TBK
"HEAD OFFICE : JL. JENDERAL SUDIRMAN 51, OPAS INDAH, TAMAN SARI, KOTA PANGKALPINANG, KEPULAUAN BANGKA BELITUNG, 33129. REPRESENTATIF OFFICE. JL. MEDAN MERDEKA TIMUR NO. 15 JAKARTA 10110 INDONESIA",METALS & MINERALS,DIVERSIFIED METALS & MINERALS,InvestorRelation@pttimah.co.id / corsec@pttimah.co.id,021-2352 8080,METAL AND MINERAL MINING,TINS,0010 0166 5705 1000,MAIN,BASIC MATERIALS,BASIC MATERIALS,1995-10-19T00:00:00,021-2352 8000,www.timah.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TINS.jpg,PT TIMAH TBK
"KAWASAN INDUSTRI PULO GADUNG JL. PULO AYANG KAV. R.1, JAKARTA 13930",DIVERSIFIED INDUSTRIAL TRADING,DIVERSIFIED INDUSTRIAL TRADING,headoffice@tiraaustinite.com,(021) 460 2593,JASA PERDAGANGAN,TIRA,01.300.575.6-054.000,DEVELOPMENT,INDUSTRIALS,INDUSTRIAL SERVICES,1993-07-27T00:00:00,(021) 460 2594,www.tiraaustenite.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TIRA.jpg,TIRA AUSTENITE TBK
GEDUNG PRIMA OFFICE TOWER (THE BELLEZZA) 20TH FLOOR. JL. LET.JEND. SOEPENO NO. 34. JAKARTA SELATAN,FORESTRY & PAPER,TIMBER,corpsecretary@tirtamahakam.com;,"021-25675714, 021-25675715, 021-25675716",WOOD INDUSTRIES,TIRT,01.001.792.9-054.000,WATCHLIST,BASIC MATERIALS,BASIC MATERIALS,1999-12-13T00:00:00,021-25675717,http://www.tirtamahakam.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TIRT.jpg,TIRTA MAHAKAM RESOURCES TBK
GEDUNG SINAR MAS LAND PLAZA MENARA 2 LT.9 JL MH.THAMRIN NO.51 GONDANGDIA MENTENG KOTA ADM.JAKARTA PUSAT DKI JAKARTA 10350,FORESTRY & PAPER,PAPER,yan_partawijaya@app.co.id;heri_santoso@app.co.id;suhendra_wiriadinata@app.co.id; arman_sutedja@app.co.id; lydia_lydia@app.co.id,021-3927685,PULP AND PAPER,TKIM,01.109.421.6-092.000,MAIN,BASIC MATERIALS,BASIC MATERIALS,1990-04-03T00:00:00,021-29650800,www.app.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TKIM.jpg,PABRIK KERTAS TJIWI KIMIA TBK
"TELKOM LANDMARK TOWER, LANTAI 51",TELECOMMUNICATION SERVICE,INTEGRATED TELECOMMUNICATION SERVICE,investor@telkom.co.id,(021) 5215109,PENYELENGGARA JARINGAN DAN JASA TELEKOM,TLKM,01.000.013.1-093.000,MAIN,INFRASTRUCTURES,TELECOMMUNICATION,1995-11-14T00:00:00,(021) 5215109,www.telkom.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TLKM.jpg,PT TELKOM INDONESIA (PERSERO) TBK
"JL. YOS SUDARSO (BY PASS) KAV. 33, SUNTER JAYA, JAKARTA 14350",LOGISTICS & DELIVERIES,LOGISTICS & DELIVERIES,corp.sec@temasline.com,021-43938658,ANGKUTAN LAUT,TMAS,01.321.865.6-042.000,MAIN,TRANSPORTATION & LOGISTIC,LOGISTICS & DELIVERIES,2003-07-09T00:00:00,021-4302388,www.temas.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TMAS.jpg,PT TEMAS TBK
"GEDUNG TEMPO, LANTAI 5 JL. PALMERAH BARAT NO. 8 JAKARTA 12210",MEDIA,CONSUMER PUBLISHING,corsec@tempo.co.id,(021) 536 - 2025/7206995,MEDIA DAN PERCETAKAN,TMPO,01.785.138.7-054.000,DEVELOPMENT,CONSUMER CYCLICALS,MEDIA & ENTERTAINMENT,2001-01-08T00:00:00,021-536-3790/530 6392,tempo.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TMPO.jpg,TEMPO INTI MEDIA TBK
"WISMA INTRA ASIA, GROUND FLOOR JL. PROF. DR. SOEPOMO SH NO.58 JAKARTA SELATAN 12870",LOGISTICS & DELIVERIES,LOGISTICS & DELIVERIES,corsec@ged.co.id,(021) 83700023,"JASA PENYELENGGARAAN POS DAN GIRO, PERDAGANGAN DAN PENGANGKUTAN",TNCA,0017 2082 4001 5000,DEVELOPMENT,TRANSPORTATION & LOGISTIC,LOGISTICS & DELIVERIES,2018-06-28T00:00:00,(021) 83703700,www.ged.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TNCA.jpg,PT TRIMUDA NUANSA CITRA TBK
"TREASURY TOWER, LEVEL 33, DISTRICT 8, SCBD LOT 28 JL. JEND SUDIRMAN KAV. 52-53 JAKARTA 12190",COAL,COAL PRODUCTION,corsec@tbsenergi.com,021-50200352,PERTAMBANGAN BATUBARA MELALUI ENTITAS ANAK,TOBA,02.672.081.3-054.000,MAIN,ENERGY,"OIL, GAS & COAL",2012-07-06T00:00:00,021-50200353,www.tbsenergi.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TOBA.jpg,PT TBS ENERGI UTAMA TBK
JL. LETJEN S. PARMAN NO. 106 JAKARTA 11440,HEAVY CONSTRUCTIONS & CIVIL ENGINEERING,HEAVY CONSTRUCTIONS & CIVIL ENGINEERING,totalbp@totalbp.com,"021-5680461, 5663069",KONSTRUKSI,TOTL,01.305.568.6-054.000,MAIN,INFRASTRUCTURES,HEAVY CONSTRUCTIONS & CIVIL ENGINEERING,2006-07-25T00:00:00,021-5666999,www.totalbp.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TOTL.jpg,TOTAL BANGUN PERSADA TBK
"JL LETJEN S. PARMAN KAV 81, KOTA BAMBU SELATAN, PAL MERAH, KOTA ADM. JAKARTA BARAT, DKI JAKARTA , 11420",BUILDING PRODUCTS & FIXTURES,BUILDING PRODUCTS & FIXTURES,toto.indonesia@toto.co.id,"021 - 5682282, 021 - 5601296",BASIC INDUSTRY AND CHEMICALS - CEMENT,TOTO,01.000.239.2-054.000,DEVELOPMENT,INDUSTRIALS,INDUSTRIAL GOODS,1990-10-30T00:00:00,021 - 29298686,investor.toto.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TOTO.jpg,SURYA TOTO INDONESIA TBK
"JL. JEND. A. YANI NO. 19A KUDUS, JAWA TENGAH",WIRELESS TELECOMMUNICATION SERVICES,WIRELESS TELECOMMUNICATION SERVICES,Monalisa.irawan@protelindo.net,(021) - 23586446,INVESTASI DAN JASA PENUNJANG TELEKOMUNIKASI,TOWR,02.679.902.3-506.000,MAIN,INFRASTRUCTURES,TELECOMMUNICATION,2010-03-08T00:00:00,(021) - 23585500,http://www.ptsmn.co.id/,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TOWR.jpg,SARANA MENARA NUSANTARA TBK
"GEDUNG WISMA BARITO PACIFIC TOWER A, LT. 7 JL. LET JEND S. PARMAN KAV. 62-63 RT.008 RW.004 SLIPI PALMERAH. JAKARTA BARAT. DKI JAKARTA - 11410",CHEMICALS,BASIC CHEMICALS,corporatesecretary@capcx.com,(021) 5308950,PETROKIMIA,TPIA,01.062.049.0-092.000,DEVELOPMENT,BASIC MATERIALS,BASIC MATERIALS,2008-05-26T00:00:00,(021) 5307950,www.chandra-asri.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TPIA.jpg,PT CHANDRA ASRI PACIFIC TBK
"CENTENNIAL TOWER, LANTAI 26 UNIT A & B, JL GATOT SUBROTO KAV.24-25, JAKARTA SELATAN 12930",COAL,COAL DISTRIBUTION,corsec@pt-tpm.com,021-22958737/38,SHIPPING,TPMA,02.435.712.1-054.000,MAIN,ENERGY,"OIL, GAS & COAL",2013-02-20T00:00:00,021-22958999,www.transpowermarine.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TPMA.jpg,TRANS POWER MARINE TBK
"GEDUNG ARTHA GRAHA LT. 18 & 19, JL. JEND. SUDIRMAN KAV. 52-53 JAKARTA 12190",INVESTMENT SERVICES,INVESTMENT BANKING & BROKERAGE SERVICES,corporate.secretary@trimegah.com,+62-21 2924 9150,SECURITIES COMPANY,TRIM,0013 4176 5405 4000,MAIN,FINANCIALS,INVESTMENT SERVICE,2000-01-31T00:00:00,+62-21 2924 9088,www.trimegah.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TRIM.jpg,PT TRIMEGAH SEKURITAS INDONESIA TBK
"BROOKLYN PREMIUM OFFICE JL SUTERA BOULEVARD KAV 22-26 ALAM SUTERA, TANGERANG SELATAN, INDONESIA 15320",REAL ESTATE MANAGEMENT & DEVELOPMENT,REAL ESTATE DEVELOPMENT & MANAGEMENT,corsec.trin@trinitiland.com,021 80821403,BERGERAK DALAM BIDANG REAL ESTAT,TRIN,02.751.343.1-415.000,DEVELOPMENT,PROPERTIES & REAL ESTATE,PROPERTIES & REAL ESTATE,2020-01-15T00:00:00,021 30066688,www.trinitiland.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TRIN.jpg,PT PERINTIS TRINITI PROPERTI TBK
"JL. KEBON SIRIH RAYA KAV.63, JAKARTA PUSAT 10340, INDONESIA",SPECIALTY RETAIL,ELECTRONICS RETAIL,mely@oke.com,021-3915808 dan 021-3915710,PERDAGANGAN,TRIO,01.793.780.6-054.000,WATCHLIST,CONSUMER CYCLICALS,RETAILING,2009-04-14T00:00:00,021-31905997,www.oke.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TRIO.jpg,TRIKOMSEL OKE TBK
TRISULA CENTER. JL. LINGKAR LUAR BARAT BLOK A NO. 1 JAKARTA 11740,APPAREL & LUXURY GOODS,"CLOTHING, ACCESSORIES & BAGS",corporate.secretary@trisula.com,021-58358033,"PERDAGANGAN PAKAIAN JADI (GARMEN), INDUSTRI GARMEN, INDUSTRI TEKSTIL SERTA USAHA TERKAIT LAINNYA.",TRIS,02.420.282.2-054.000,DEVELOPMENT,CONSUMER CYCLICALS,APPAREL & LUXURY GOODS,2012-06-28T00:00:00,021-58357377,www.trisula.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TRIS.jpg,TRISULA INTERNATIONAL TBK
"JL. MULAWARMAN, MANGGAR, BALIKPAPAN TIMUR, KOTA BALIKPAPAN, KALIMANTAN TIMUR 76116",PASSENGER LAND TRANSPORTATION,ROAD TRANSPORTATION,corporatesecretary@transkon-rent.com,(0542) 770403,PENYEWAAN KENDARAAN,TRJA,02.133.597.1-725.000,DEVELOPMENT,TRANSPORTATION & LOGISTIC,TRANSPORTATION,2020-08-27T00:00:00,(0542) 770401,www.transkon-rent.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TRJA.jpg,PT TRANSKON JAYA TBK
"HEAD OFFICE: DESA KEBOHARAN, KM 26 KRIAN,SIDOARJO 61262 INDONESIA",CONTAINERS & PACKAGING,CONTAINERS & PACKAGING,corsec@trias-sentosa.com,031 8972998,INDUSTRI MANUFAKTUR PLASTIK,TRST,01.001.105.4-092.000,DEVELOPMENT,BASIC MATERIALS,BASIC MATERIALS,1990-07-02T00:00:00,031 8975825,www.trias-sentosa.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TRST.jpg,TRIAS SENTOSA TBK
"THE SMITH - ALAM SUTERA PT TRINITI DINAMIK TBK JL. JALUR SUTERA KAV. 7A ALAM SUTERA, KUNCIRAN PINANG KOTA TANGERANG, BANTEN 15144",REAL ESTATE MANAGEMENT & DEVELOPMENT,REAL ESTATE DEVELOPMENT & MANAGEMENT,corsec@trinitidinamik.com,021 - 29541843,BERGERAK DALAM BIDANG REAL ESTATE DAN PENGEMBANGAN PROPERTI,TRUE,66.105.749.7-036.000,WATCHLIST,PROPERTIES & REAL ESTATE,PROPERTIES & REAL ESTATE,2021-06-10T00:00:00,021 - 39705988,www.trinitidinamik.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TRUE.jpg,PT TRINITI DINAMIK TBK
"JL. R.E. MARTADINATA NO.8, BLOK A1, ANCOL – JAKARTA 14430",LOGISTICS & DELIVERIES,LOGISTICS & DELIVERIES,budi.gunawan@gunatimurraya.com,(021) 6910926,BERGERAK DI BIDANG JASA PENGURUSAN TRANSPORTASI (FREIGHT FORWARDING),TRUK,01.309.407.3-044.000,DEVELOPMENT,TRANSPORTATION & LOGISTIC,LOGISTICS & DELIVERIES,2018-05-23T00:00:00,(021) 6910618,www.gunatimurraya.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TRUK.jpg,PT GUNA TIMUR RAYA TBK
GEDUNG TEMPO SCAN TOWER JL. H.R. RASUNA SAID KAV. 3-4 JAKARTA 12950,PHARMACEUTICALS,PHARMACEUTICALS,investorrelation@thetempogroup.com,2920-9999,INDUSTRI FARMASI,TSPC,01.000.781.3-092.000,MAIN,HEALTHCARE,PHARMACEUTICALS & HEALTH CARE RESEARCH,1994-06-17T00:00:00,2921-8888 (5438),-,/Portals/0/StaticData/ListedCompanies/LogoEmiten/TSPC.jpg,TEMPO SCAN PACIFIC TBK
