Nama,cluster_node2vec_256
PT TBS ENERGI UTAMA TBK,2
PT TCP INTERNUSA,2
PT TD AUTOMOTIVE COMPRESSOR INDONESIA,2
PT TEBAR TANDAN TENERAH,0
PT TEBOPLASMA INTI LESTARI,0
PT TEBOPLASMA INTILESTARI,0
PT TECH DATA ADVANCED SOLUTIONS INDONESIA,1
PT TECHNOLOGY KARYA MANDIRI,1
PT TECHOLUTION DIGITAL INDONESIA,1
PT TEGAR INTI SENTOSA,1
PT TEGAR WAHANA OLAH,2
PT TEGUH PERKASA KARYA PERDANA,2
PT TEGUH SINARABADI,0
PT TEKNIK ALUM SERVICE,0
PT TEKNIK KONSTRUKSINDO PERKASA,2
PT TEKNINDO GEOSISTEM UNGGUL,2
PT TEKNO INFRASTRUKTUR SUKSES,1
PT TEKNOLOGI KREASI BANGSA,1
PT TEKNOLOGI OPTIMAL PRIORITAS SENTOSA,0
PT TEKNOLOGI PAMADYA ANALITIKA,1
PT TEKNOLOGI PENGANGKUTAN INDONESIA,1
PT TEKONINDO,0
PT TELADAN RESOURCES,2
PT TELAGA HIKMAH,0
PT TELAGA MAS KALIMANTAN,2
PT TELAGA SARI PERSADA,0
PT TELE UTAMA NUSANTARA,1
PT TELEFAST INDONESIA TBK,1
PT TELEFAST INVESTAMA INDONESIA,1
PT TELEKOMUNIKASI INDONESIA INTERNATIONAL,1
PT TELEKOMUNIKASI SELULAR,1
PT TELEMEDIA KOMUNIKASI PRATAMA,0
PT TELENET INTERNUSA,1
PT TELESINDO SHOP,0
PT TELESYS INDONESIA,2
PT TELETRANSMEDIA,0
PT TELKOM AKSES,2
PT TELKOM DATA EKOSISTEM,1
PT TELKOM INDONESIA (PERSERO) TBK,1
PT TELKOM INFRASTRUKTUR INDONESIA,1
PT TELKOM LANDMARK TOWER,1
PT TELKOM SATELIT INDONESIA,1
PT TELUNJUK KOMPUTASI INDONESIA,1
PT TEMAS BULKER,1
PT TEMAS DEPOT,1
PT TEMAS ENERGY,1
PT TEMAS LESTARI,1
PT TEMAS LOGISTICS,1
PT TEMAS PORT,1
PT TEMAS SAGARA INDONESIA,0
PT TEMAS SAGARA INDONESIA (SEBELUMNYA PT TEMAS SUZUE INDONESIA),1
PT TEMAS SHIPPING,0
PT TEMAS TBK,1
PT TEMAS TRAINING HUB,1
PT TEMPO AURORA SEHAT,1
PT TEMPO DATA SYSTEM,1
PT TEMPO DIGITAL NUSANTARA,1
PT TEMPO INTI MEDIA HARIAN,0
PT TEMPO KERETA MAS,1
PT TEMPO LAND,1
PT TEMPO LOGISTIC - TLOG,1
PT TEMPO NAGADI,1
PT TEMPO NAGADI TRADING,1
PT TEMPO NATURAL PRODUCTS,1
PT TEMPO PROMOSI,1
PT TEMPO RESEARCH,1
PT TEMPO RX FARMA,1
PT TEMPO SCAN INDUSTRY,1
PT TEMPO SCAN MAHONI,1
PT TEMPO UTAMA SEJAHTERA,1
PT TEMPRINT,0
PT TENE CAPITAL,0
PT TENGGARA HIDRO,0
PT TEPIAN INDAH SUKSES,2
PT TERANG ANUGRAH ABADI,2
PT TERANG KARYA UTAMA,0
PT TERANG PRAKARSA CIPTA,2
PT TERATECH DATA INTI,1
PT TEREOS FKS INDONESIA,1
PT TERMINAL BANGSA MANDIRI,1
PT TERMINAL ENERGI PRIMER,2
PT TERMINAL UTAMA MAKASSAR,1
PT TERRA FACTOR INDONESIA,0
PT TERRAZONE INDONESIA,1
PT TERREGRA ASIA ENERGY,2
PT TERREGRA ASIA EQUITY,2
PT TERREGRA HYDRO POWER,2
PT TEUNOM HIDRO POWER,2
PT TEXMACO GRAHA BUSANA,0
PT TEXMACO JAYA TBK,0
PT TFAS DIGITAL INDONESIA,1
PT THE MASTER STEEL MANUFACTORY,2
PT THE MASTER STEEL MANUFACTURING,2
PT THE ROOM INDONEAIA,1
PT THE SERVICE LINE,1
PT THERMAX INTERNATIONAL INDONESIA,0
PT THIESS CONTRACTORS INDONESIA,2
PT THREEBOND GARPAN SALES INDONESIA,2
PT TIARA HOTEL BALI INTERNATIONAL,0
PT TIARA INTIMAHKOTA,0
PT TIARA MARGA TRAKINDO,2
PT TIARA METROPOLITAN INDAH,0
PT TIARA RAYA BALI INTERNATIONAL,0
PT TIARA SAKTI MANDIRI,0
PT TIARA TIRTA ENERGI,0
PT TIARA TIRTA SENTOSA,2
PT TIGA ANUGERAH KREASI BERSAMA,1
PT TIGA BERLIAN ELECTRIC,1
PT TIGA DARA NAGAYA,2
PT TIGA DAYA DIGITAL INDONESIA,1
PT TIGA DAYA ENERGI,2
PT TIGA DUA DELAPAN,1
PT TIGA JAYA ANDALAN,2
PT TIGA MANUNGGAL SYNTHETIC INDUSTRIES,0
PT TIGA OREGON PUTRA,2
PT TIGA PILAR SEJAHTERA,1
PT TIGA SAUDARA HUSADA,2
PT TIGA SAUDARA PUTRI,1
PT TIGA SEKAWAN SERASI,2
PT TIGA TEKNOLOGI PERSADA,1
PT TIGA TELEKOMUNIKASI INDONESIA,1
PT TIGA WARNA JAYA INDONESIA,2
PT TIGADARI FIESTA,1
PT TIGAKA DISTRINDO PERKASA,1
PT TIGARODA RUMAH SEJAHTERA,2
PT TIKI JALUR NUGRAHA EKAKURIR,1
PT TIM SILIKA NUSANTARA,2
PT TIMAH AGRO MANUNGGAL,2
PT TIMAH INDOTAMA MINERAL,2
PT TIMAH INDUSTRI,2
PT TIMAH INVESTASI MINERAL,2
PT TIMAH KARYA PERSADA PROPERTI,2
PT TIMAH NIGERIA LIMITED,2
PT TIMAH TBK,2
PT TIMAS SUPLINDO,2
PT TIMURAYA TUNGGAL,2
PT TINANGGEA KAWASAN INDUSTRI,1
PT TINATA SUKSES MANDIRI,1
PT TINDODI KARYA LESTARI,2
PT TIRA ANDALAN STEEL,0
PT TIRA CIPTA LOGISTIK,1
PT TIRA CIPTA TRANSPORTASI,1
PT TIRA SATRIA NIAGA,1
PT TIRO ABADI PERKASA,2
PT TIRTA AMERTA JAYA LOGISTIK,1
PT TIRTA ANUGRAH BUANA,0
PT TIRTA ENERGI LESTARI,0
PT TIRTA ENERGI SENTOSA,0
PT TIRTA FRESINDO JAYA,2
PT TIRTA INTERIOR,0
PT TIRTA INVESTAMA,1
PT TIRTA MADU SAWIT JAYA,0
PT TIRTA NUSA BUANA,2
PT TIRTA PERMAI BAHARI,2
PT TIRTA PERSADA DEVELOPMENTS,1
PT TIRTA PRIMA INDONESIA,0
PT TIRTA SARI SURYA,0
PT TIRTA SUKSES PERKASA,1
PT TIRTA SURYA RAYA,1
PT TIRTAKENCANA TATAWARNA,1
PT TIRTASARI KENCANA,0
PT TIRTHA HARAPAN BALI,0
PT TISMA PERDANA MANDIRI,0
PT TITAN INFRA ENERGY,1
PT TITAN INVESTAMA,1
PT TITAN PROPERTY,1
PT TITIAN BINAMIR METAL,2
PT TITIAN TRANS ENERGY,2
PT TITIK INDAH PERMAI,1
PT TIVI BURSA INDONESIA,0
PT TIWA ABADI,2
PT TJAHAYA KARYA MULIA,0
PT TJAHJA SAKTI MOTOR,2
PT TLATAH GEMA ANUGRAH,2
PT TMG CIPTA SINDO SELARAS,0
PT TOA GALVA INDUSTRIES,1
PT TOA GALVA PRIMA KARYA,1
PT TOBA BARA ENERGI,2
PT TOBA BUMI ENERGI,2
PT TOBA SEJAHTRA,2
PT TODA PILAR PRATAMA,1
PT TOKO MODAL MITRA USAHA,0
PT TOKOPEDIA,1
PT TOKOPLAS ECOMMERCE INDONESIA,1
PT TOKYO RADIATOR SELAMAT SEMPURNA,0
PT TOL TELUK BALIKPAPAN,2
PT TOP FOOD INDONESIA,1
PT TOP INVESTMENT INDONESIA,0
PT TOPAZ MARITIME,0
PT TOPINDO ATLAS ASIA,1
PT TOPPAN PLASINDO LESTARI,1
PT TOPSY TEHNIK PRATAMA,2
PT TORABIKA EKA SEMESTA,1
PT TORAJA TEGUH RINDANG,0
PT TORRECID INDONESIA,0
PT TOSHIBA VISUAL MEDIA INDONESIA,1
PT TOSHIN PRIMA FINE BLANKING,1
PT TOTAL INTI PERSADA,2
PT TOTAL PERSADA DEVELOPMENT,2
PT TOTAL PERSADA INDONESIA,2
PT TOTAL POLA FORMWORK,2
PT TOUDANO MANDIRI ABADI,2
PT TOURINDO GUIDE INDONESIA TBK,0
PT TOWER BERSAMA,1
PT TOWER BERSAMA INFRASTRUCTURE TBK,1
PT TOWER ONE,1
PT TOYA INDO MANUNGGAL,0
PT TOYA RODA UTAMA,0
PT TOYO INK INDONESIA,1
PT TOYOTA ASTRA FINANCIAL SERVICES,2
PT TOYOTA TSUSHO INDONESIA,1
PT TOYOTA-ASTRA MOTOR,2
PT TOYS GAMES INDONESIA,1
PT TRADING INTERNASIONAL MANDIRI,1
PT TRAJECTIVE MITRA INDONESIA,0
PT TRAKINDO UTAMA,2
PT TRAKTOR NUSANTARA,2
PT TRANS AIRWAYS,1
PT TRANS ANTAR NUSABIRD,1
PT TRANS BUMI SERBARAJA,2
PT TRANS DIGITAL MEDIA,1
PT TRANS ENERGY OPTIMA,2
PT TRANS INDONESIA SUPERKORIDOR,1
PT TRANS JABAR TOL,2
PT TRANS JAYA PERKASA,2
PT TRANS KALIMANTAN PERKASA,2
PT TRANS LAYANAN HALMAHERA,2
PT TRANS LINTAS SEGARA,2
PT TRANS LOGISTIK PERKASA,2
PT TRANS OCEAN PERMATA,2
PT TRANS PROPERTI INDONESIA,2
PT TRANS RETAIL,1
PT TRANS RETAIL INDONESIA,1
PT TRANSCOAL PACIFIC TBK,2
PT TRANSFARMA MEDICA INDAH,1
PT TRANSFORMA OTO PRIMA,1
PT TRANSHIPMENT TEKNIK SOLUSI,2
PT TRANSINDO INTERDWIPANTARA,2
PT TRANSJAWA PASPRO JALAN TOL,2
PT TRANSKON JAYA TBK,2
PT TRANSLINDO OCEAN PACIFIC,1
PT TRANSMARINA PELABUHAN INDONESIA,0
PT TRANSPACIFIC AGRO INDUSTRY,0
PT TRANSPASIFIK NIAGAREKSA,1
PT TRANSPORTASI GAS INDONESIA,2
PT TRANSPORTASI JAKARTA,2
PT TRANSPORTASI LAUTAN ENERGI,2
PT TRASINDO MURNI PERKASA,2
PT TRASINDO SENTOSA,2
PT TRAVEL BLUE INDONESIA,0
PT TRENGGANA SUMAPALA ABADI,2
PT TRETES INDAH PERMAI,1
PT TRI ADI BERSAMA,2
PT TRI ANANDA PRATAMA,2
PT TRI BUANA MAS,2
PT TRI CITRA SEJAHTERA,2
PT TRI DAYA INVESTINDO,1
PT TRI EKASARI KALIMANTAN PLYWOOD,2
PT TRI ENERGI TEKNOLOGI,2
PT TRI MITRA EKA KHATA,0
PT TRI NAGAHARDA SATRIA,1
PT TRI NUR CAKRAWALA,2
PT TRI SAKTI PURWOSARI MAKMUR,1
PT TRI SAPTA JAYA,1
PT TRI SAPTA SEJAHTERA,2
PT TRI SEJAHTERA PRATAMA,1
PT TRI SWARDANA UTAMA,2
PT TRIAKA BERSAMA,1
PT TRIARYANI,2
PT TRIASMITRA CORNERSTONE INDONESIA,1
PT TRIASMITRA MULTINIAGA INTERNASIONAL,1
PT TRIATRA SINERGIA PRATAMA,2
PT TRIBARA KARYA,2
PT TRICITRA BUSANAMAS,0
PT TRICOM MITRA MANDIRI,0
PT TRIDAYA BANGUN CIPTA,0
PT TRIDINAMIKA JAYA INSTRUMENT,2
PT TRIDUTA MITRA SEJAHTERA,0
PT TRIELANG INDO MATIRIM,2
PT TRIFITA PERKASA,2
PT TRIGUNA ALAM SEMESTA,0
PT TRIGUNA ANUGRAH SEMESTA,0
PT TRIGUNA INTERNUSA PRATAMA,2
PT TRIJATI PRIMULA,0
PT TRIJAYA GLOBAL MARINDO,2
PT TRIJAYA PUTRA MULIA,1
PT TRIJAYA TANGGUH,0
PT TRIJAYA WISESA MAKMUR,0
PT TRIKARYA ARTHA ABADI,0
PT TRIKARYA GRAHA UTAMA,2
PT TRIKARYA SEMESTA,1
PT TRIMAS BELLINDO APAREL MANUFAKTUR,0
PT TRIMAS SARANA GARMENT INDUSTRY,0
PT TRIMATRA BANGUN PERSADA,1
PT TRIMATRA TATAGRAHA,0
PT TRIMEGAH ASSET MANAGEMENT,2
PT TRIMEGAH BANGUN PERSADA,1
PT TRIMEGAH KARYA PRATAMA TBK,1
PT TRIMEGAH SEKURITAS,2
PT TRIMEGAH SEKURITAS INDONESIA TBK,2
PT TRIMEGAH SUMBER MAS,1
PT TRIMEX SARANA TRISULA,0
PT TRIMITRA CHITRAHASTA,2
PT TRIMITRA KARYA JAYA,2
PT TRIMITRA MULTI SUKSES SELARAS,2
PT TRIMITRA PRAWARA,0
PT TRIMITRA PRAWARA GOLDLAND TBK,0
PT TRIMITRA PROPERTINDO TBK,0
PT TRIMUDA NUANSA CITRA TBK,1
PT TRINICO INDONESIA,0
PT TRINISYAH ERSA PRATAMA,2
PT TRINITI DINAMIK SANTOZ,0
PT TRINITI DINAMIK TBK,0
PT TRINITI GARAM PROPERTI,0
PT TRINITI MENARA GADING,0
PT TRINITI MENARA SERPONG,2
PT TRINITI PILAR GEMILANG,0
PT TRINITI PRATAMA MULIA,1
PT TRINSEO MATERIALS INDONESIA,2
PT TRINUSA TRAVELINDO,2
PT TRIO DISTRIBUSI,1
PT TRIO EAGLE LOGISTIC,0
PT TRIP TOUR TRAVEL,0
PT TRIPAR MULTIVISION PLUS,0
PT TRIPATRA ENGINEERING,2
PT TRIPATRA ENGINEERS AND CONSTRUCTORS,2
PT TRIPATRA MULTI ENERGI,2
PT TRIPUTRA AGRO PERSADA TBK,2
PT TRIPUTRA BAYU KENCANA,0
PT TRIPUTRA ENERGI MEGATARA,2
PT TRIPUTRA INVESTINDO ARYA,2
PT TRIPUTRA PERSADA MEGATARA,0
PT TRIROYAL TIMURRAYA,0
PT TRISADA MULIA,1
PT TRISAKA REKSA WALUYA,0
PT TRISAKTI MAKMUR PERSADA,0
PT TRISCO TAILORED APPAREL MANUFACTURING,0
PT TRISENSA MINERAL UTAMA,2
PT TRISETIA CITAGRAHA,2
PT TRISTAR LAND,0
PT TRISTAR MAKMUR KARTONINDO,1
PT TRISULA GARMINDO MANUFACTURING,0
PT TRISULA INSAN TIARA,0
PT TRISULA KENCANA SAKTI,2
PT TRISULA TEXTILE INDUSTRIES TBK,0
PT TRITAMA AJI LAKSANA,1
PT TRITEGUH MANUNGGAL SEJATI,1
PT TRITIRTA INTI MANDIRI,0
PT TRITIRTA SARANA DAMAI,0
PT TRITUNGGAL ARTHAMAKMUR,1
PT TRITUNGGAL INTIPERMATA,2
PT TRITUNGGAL LESTARI MAKMUR,0
PT TRITUNGGAL MITRA SAMUDERA,2
PT TRITUNGGAL SENTRA BUANA,0
PT TRITUNGGAL SUKSES INVESTAMA,1
PT TRITUNGGAL SUKSES PRATAMA,1
PT TRIXINDO SELARAS,0
PT TRIYASA GEOKOMUNINDO,2
PT TROPICAL ELECTRONIC,0
PT TROPOSFIR MEGA RAYA,2
PT TROPOSFIR PANCAR SEJATI,2
PT TRUBA BARA BANYU ENIM,2
PT TRUBA JAGA CITA,2
PT TRUBA JAYA ENGINEERING,2
PT TRUBAINDO COAL MINING,1
PT TRUKINDO PERSADA SEJAHTERA,2
PT TRUST PENATA PROPERTINDO,0
PT TRUST SECURITIES,0
PT TRUST SUKSES MAJU LOGISTIK,1
PT TSINGKUN DUA DELAPAN,2
PT TUAH TURANGGA AGUNG,1
PT TUDUNG PUTRA PUTRI JAYA,1
PT TULUNGAGUNG TANGGUH ABADI,0
PT TULUS SINAR SELATAN,0
PT TUMBUH SELARAS GUNAJAYA,1
PT TUMBUH TEKNOLOGI MAJU,1
PT TUNAS AGUNG PERDANA,1
PT TUNAS ALFIN TBK,1
PT TUNAS CAHAYA MANDIRI,1
PT TUNAS CAHAYA MANDIRI WIDYATAMA,1
PT TUNAS DWIPA MATRA,2
PT TUNAS INTI ABADI,2
PT TUNAS JAYA PERKASA,2
PT TUNAS JAYA SANUR,0
PT TUNAS KARYA BERSAMA,0
PT TUNAS MITRA USAHA,0
PT TUNAS MOBILINDO PERKASA,2
PT TUNAS PRIMA SEJAHTERA,0
PT TUNAS RIDEAN TBK,1
PT TUNAS SURYA ABADI,0
PT TUNAS TITAN MAJU,1
PT TUNAS TUMBUH BERKEMBANG,0
PT TUNGGAL AGATHIS INDAH WOOD INDUSTRIES,0
PT TUNGGAL DJAYA INDAH,1
PT TUNGGAL JAYA INVESTAMA,2
PT TUNGGAL PERKASA PLANTATIONS,2
PT TUNGGAL PILAR PERKASA,0
PT TUNGGAL YUDI SAWMILL PLYWOOD,2
PT TUNGGAL YUNUS ESTATE,0
PT TUNGGALADHI BASKARA,0
PT TURBO ELEKTRO DOMESTICI,1
PT TUTULAN SUKMA,2
PT TWIN INVESTMENT,1
PT TWINK INDONESIA,2
PT UBC MEDICAL INDONESIA,2
PT UBUD ALAM LESTARI,0
PT UBUD BALI ASRI,0
PT UD ASTRA MOTOR INDONESIA,1
PT UDINDA WAHANATAMA,2
PT UDYANA RAYJA SENTOSA,1
PT ULIMA NITRA TBK,2
PT ULTRAJAYA MILK INDUSTRY & TRADING COMPANY TBK,0
PT UNEDO JAYA PERSADA,2
PT UNGARAN SARI GARMENTS,0
PT UNGASAN SEMESTA RESORT,2
PT UNGGAS LESTARI UNGGUL,1
PT UNGGUL KENCANA PERSADA,0
PT UNGGUL PRAKARSA PRISMA,2
PT UNGGUL PRATAMA MEDIKA,1
PT UNI-CHARM INDONESIA TBK,1
PT UNICER INDONESIA,0
PT UNICHARM NONWOVEN INDONESIA,1
PT UNICHARM TRADING INDONESIA,2
PT UNICO TRACTOR INDONESIA,2
PT UNICOR PRIMA MOTOR,2
PT UNILEVER OLEOCHEMICAL INDONESIA,2
PT UNION SAMPOERNA,2
PT UNIONINDO STEEL INDUSTRY,2
PT UNIPACK INDOSYSTEMS,1
PT UNIPACK PLASINDO,2
PT UNIRAMA DUTA NIAGA,1
PT UNITA BRANINDO,1
PT UNITAMA SINERGI SUKSES,2
PT UNITECH MITRANUSA,2
PT UNITED CAN,1
PT UNITED INDO SURABAYA,2
PT UNITED POWER,1
PT UNITED SHIPPING INDONESIA,0
PT UNITED TOWERINDO,1
PT UNITED TRACTORS PANDU ENGINEERING,2
PT UNITED TRACTORS SEMEN GRESIK,2
PT UNITRA PERSADA ENERGIA,2
PT UNITRAS PERTAMA,2
PT UNIVERSAL CIPTA PANGAN,1
PT UNIVERSAL FURNITECH INDUSTRI,1
PT UNIVERSAL HEALTH NETWORK,1
PT UNIVERSAL JOYO LESTARI,1
PT UNIVERSAL METAL TRADING,2
PT UNIVERSAL TEKNO REKSAJAYA,2
PT UNSOCO,2
PT UNTUNG BERSAMA SEJAHTERA,2
PT UNZA VITALIS,1
PT UOMO DONNA INDONESIA,0
PT UPAYA CIPTA SEJAHTERA,0
PT UPS CARDIG INTERNATIONAL,0
PT URBAN JAKARTA KOMERSIAL,2
PT URBAN JAKARTA PROPERTINDO TBK,2
PT USAHA AGRO INDONESIA,1
PT USAHA ERA PRATAMA NUSANTARA,2
PT USAHA GUNA KELOLA,0
PT USAHA INDAH ABADI,1
PT USAHA KITA SUKSES MANDIRI,1
PT USAHA MAJU MAKMUR,2
PT USAHA MANDIRI SUKSES ABADI,0
PT USP INDONESIA,1
PT UTAMA PRATAMA MEDIKA,1
PT UTAMA SARANA MEDIKA,2
PT UTAMA TEGUH ABADI,1
PT UTAMA WIRA KARYA JAYA PERKASA,2
PT UWAY ENERGI PERDANA,2
PT V2 INDONESIA,1
PT VAKSINDO SATWA NUSANTARA,1
PT VALENTINO KULINER INDONESIA,0
PT VALIENT SYNERGY INDONESIA,2
PT VALTOS GLOBALINDO,0
PT VARIA INTERHEALTH INDONESIA,1
PT VARIA MITRA ANDALAN,0
PT VARIA USAHA BETON,2
PT VARNION TECHNOLOGY SEMESTA,1
PT VASA IMPERIAL PRIMA,0
PT VASA PANDAWA INDONESIA,0
PT VEKOMA RIDES MANUFACTURING BV,0
PT VEKTOR MARITIM,2
PT VELASTO INDONESIA,2
PT VENTENY FORTUNA INTERNATIONAL TBK,1
PT VENTURA INVESTASI PRIMA,0
PT VENTURA INVESTASI UTAMA,0
PT VENTURA KAPITAL ASIA,0
PT VENTURINDO ENGINEERING,0
PT VENUS PRIMA,1
PT VENUS PUTRA,1
PT VERDAN SAWIT LESTARI,0
PT VERSUNI HOMELIFE INDONESIA,1
PT VICTORIA ALIFE INDONESIA,1
PT VICTORIA CARE INDONESIA TBK,1
PT VICTORIA INSURANCE TBK,1
PT VICTORIA INVESTAMA TBK,1
PT VICTORIA MANAJEMEN INVESTASI,1
PT VICTORIA SEKURITAS INDONESIA TBK,1
PT VICTORINDO PRATAMA MANDIRI,0
PT VICTORY UTAMA KARYA,2
PT VIDA IRVETTA PENINSULA,0
PT VIDIO DOT COM,1
PT VINDER WYNART INDONESIA,2
PT VIRAMA KARYA (PERSERO),2
PT VIRGO KENCANA SEJATI LINE,2
PT VIRTUE DRAGON NICKEL INDUSTRY,2
PT VIRTUS TECHNOLOGY INDONESIA,1
PT VIRUCCI INDOGRIYA SARANA,0
PT VISI INTI PELANGI,1
PT VISI JAYA INDONESIA,1
PT VISI KREASI STUDIO,1
PT VISI MEDIA ASIA TBK,0
PT VISI TELEKOMUNIKASI INFRASTRUKTUR TBK,1
PT VISINDO GALAXI JAYA,0
PT VISINEMA PICTURES,0
PT VISIONET DATA INTERNASIONAL,1
PT VISIONET INTERNASIONAL,1
PT VISISCAN INDONESIA,0
PT VISTA CONTRACTING SERVICES,2
PT VISTA PERMATA INDAH,1
PT VIVA INDOJAYA PERKASA,0
PT VIVA MEDIA BARU,0
PT VIVERE MULTI KREASI,0
PT VIVO COMMUNICATION INDONESIA,1
PT VIVO MOBILE INDONESIA,1
PT VODA INDONESIA,1
PT VOLTA INDONESIA SEMESTA,1
PT VOLVO INDONESIA,2
PT WABIN JAYATAMA,1
PT WAHANA ABADI SENTOSA MAKMUR PERKASA,1
PT WAHANA ADIDAYA KUDUS,2
PT WAHANA ALAM LESTARI,2
PT WAHANA ANUGERAH SEJAHTERA,2
PT WAHANA BARATAMA MINING,2
PT WAHANA BATUBARA INDONESIA,0
PT WAHANA CIPTA PERSADAJAYA,0
PT WAHANA CITRA BERSAMA,0
PT WAHANA CITRA NABATI,0
PT WAHANA DELTA PRIMA BANJARMASIN,2
PT WAHANA DISTRIBUSI NUSANTARA,0
PT WAHANA GLOBAL LOGISTIK,1
PT WAHANA INDO TRADA,2
PT WAHANA INDO TRADA MOBILINDO,1
PT WAHANA INFRASTRUKTUR NUSANTARA,1
PT WAHANA INTERFOOD NUSANTARA TBK,0
PT WAHANA INTI CENTRAL MOBILINDO,2
PT WAHANA INTI NUSA PONTIANAK,2
PT WAHANA INTI NUSANTARA,1
PT WAHANA INTI SELARAS,1
PT WAHANA INVESTASINDO SALATIGA,2
PT WAHANA JAYA INDAH JAMBI,2
PT WAHANA JAYA TASIKMALAYA,2
PT WAHANA LANCAR REJEKI,1
PT WAHANA LENTERA RAYA,1
PT WAHANA LESTARI BALIKPAPAN,2
PT WAHANA LESTARI MAKMUR SUKSES,0
PT WAHANA LOGISTIK SEMESTA,2
PT WAHANA MAKMUR SEJATI,1
PT WAHANA MEGAH PUTRA MAKASAR,2
PT WAHANA NIAGA CEMERLANG,0
PT WAHANA NIAGA LOMBOK,2
PT WAHANA OTTOMITRA MULTIARTHA TBK,1
PT WAHANA PERSADA JAKARTA,2
PT WAHANA PERSADA LAMPUNG,2
PT WAHANA PIRANTI GUNA,1
PT WAHANA PRIMA TRADA TANGERANG,2
PT WAHANA REJEKI MOBILINDO CIREBON,2
PT WAHANA RETAIL NUSANTARA,0
PT WAHANA RIMBA LESTARI,2
PT WAHANA SAMPOERNA,1
PT WAHANA SENJAYA JAKARTA,2
PT WAHANA SENTOSA CEMERLANG,0
PT WAHANA SENTRA SEJATI,0
PT WAHANA SUGI TERRA,2
PT WAHANA SUMBER BARU YOGYA,2
PT WAHANA SUMBER LESTARI SAMARINDA,2
PT WAHANA SUMBER MOBIL YOGYA,2
PT WAHANA SUMBER TRADA TANGERANG,2
PT WAHANA SUN HUTAMA BANDUNG,2
PT WAHANA SUN MOTOR SEMARANG,2
PT WAHANA SUN SOLO,2
PT WAHANA TATA BANGUN,0
PT WAHANA TIRTASARI,2
PT WAHANA TRANS LESTARI MEDAN,2
PT WAHANA TRILINTAS MINING,1
PT WAHANA TUNGGAL PUTRA,2
PT WAHANA WIRAWAN,2
PT WAHANA WIRAWAN MANADO,2
PT WAHANA WIRAWAN PALEMBANG,2
PT WAHANA WIRAWAN RIAU,2
PT WAHANA YASA INTERNATIONAL SHIPPING,0
PT WAHANABHARA BHAKTI,2
PT WAHANAKARSA SWANDIRI,2
PT WAHYU MUSTIKA KINASIH,0
PT WALASUJI PADMARIN NUSANTARA,2
PT WALDEN GLOBAL SERVICES,0
PT WALSIN LIPPO INDUSTRI,2
PT WALSIN LIPPO INDUSTRIES,2
PT WANA BHAKTI SUKSES MINERAL,2
PT WANA KALTIM LESTARI,1
PT WANAKASITA NUSANTARA,0
PT WANXIANG NICKEL INDONESIA,2
PT WARGI SANTOSA,2
PT WARISAN KASIH BUNDA,0
PT WARNA CEMERLANG INDUSTRI,1
PT WARNA MAKMUR ABADI,1
PT WARTSILA INDONESIA,2
PT WARU KALTIM PLANTATION,2
PT WASESA LINE,2
PT WASKITA BETON,2
PT WASKITA BETON PRECAST TBK,2
PT WASKITA BUMI WIRA,2
PT WASKITA FIM PERKASA REALTI,2
PT WASKITA KARYA (PERSERO) TBK,2
PT WASKITA KARYA INFRASTRUKTUR,2
PT WASKITA KARYA REALTY,2
PT WASKITA MODERN REALTI,2
PT WASKITA SANGIR ENERGI,2
PT WASKITA SRIWIJAYA TOL,2
PT WASKITA TOLL ROAD,2
PT WASKITA TRANSJAWA TOLL ROAD,2
PT WASKITA WADO ENERGI,2
PT WATAMA PRIMA,2
PT WATERINDO TECHNOLOGIES PARTNER,0
PT WAVIV TECHNOLOGIES,2
PT WEB ARCHITECT TECHNOLOGY,2
PT WEDIARAYA PRIMA,1
PT WEGE SOLUSI PROKLAMASI,2
PT WEHA INVESTAMA,0
PT WEHA JALAN-JALAN,0
PT WEHA TRANSPORTASI INDONESIA TBK,0
PT WEICHAI INDONESIA UTAMA,2
PT WEIR MINERALS INDONESIA,2
PT WEJAS IMANUEL,2
PT WELL HARVEST WINNING ALUMINA REFINERY,2
PT WELLY EXTENSI INDOHAULING,2
PT WESTRONG METAL INDUSTRY,2
PT WESTSTAR AVIATION INDONESIA,1
PT WEWORK SERVICES INTERNATIONAL,0
PT WICAKSANA ANUGERAH NUSANTARA,1
PT WICAKSANA ANUGERAH SOLUSINDO,1
PT WICAKSANA SUPRA EKATAMA,1
PT WIDJAJATUNGGAL SEJAHTERA,0
PT WIDODO MAKMUR PERKASA TBK,0
PT WIDODO MAKMUR UNGGAS TBK,0
PT WIDODOFOOD MAKMUR SEJAHTERA,0
PT WIDYA BHAKTI,0
PT WIDYA PERKASA BAHARI,2
PT WIDYA PERKASA TEHNIK JAYA,2
PT WIDYAS SAPTA CONTRACTOR,1
PT WIJAYA ANUGERAH CEMERLANG,2
PT WIJAYA KARYA (PERSERO) TBK,2
PT WIJAYA KARYA BANGUNAN GEDUNG TBK,2
PT WIJAYA KARYA BITUMEN,2
PT WIJAYA KARYA INDUSTRI & KONSTRUKSI,2
PT WIJAYA KARYA INDUSTRI DAN KONSTRUKSI,2
PT WIJAYA KARYA KOMPONEN BETON,2
PT WIJAYA KARYA KRAKATAU BETON,2
PT WIJAYA KARYA PRACETAK GEDUNG,2
PT WIJAYA KARYA REALTY,2
PT WIJAYA KARYA REKAYASA KONSTRUKSI,2
